word	score	prompt: sub
pusztas	8.967712	{"szt": 2, "zta": 2, "usz": 4, "zt": 17, "sz": 22, "pus": 247, "tas": 878, "pu": 2898, "us": 11114, "ta": 15325, "as": 16255}
tajweed	8.965843	{"jwe": 1, "ajw": 7, "jw": 8, "taj": 12, "aj": 340, "wee": 582, "eed": 932, "we": 3183, "ee": 6626, "ta": 15325, "ed": 27846}
wiljas	8.963693	{"ilj": 2, "lja": 2, "lj": 11, "jas": 84, "wil": 238, "ja": 1254, "wi": 2990, "il": 12822, "as": 16255}
agujjim	8.960306	{"ujj": 1, "guj": 5, "jji": 15, "jj": 27, "jim": 34, "uj": 108, "agu": 213, "ji": 440, "gu": 2868, "ag": 6532, "im": 6699}
pekmez	8.956443	{"ekm": 1, "pek": 24, "kme": 33, "mez": 54, "km": 171, "ez": 435, "ek": 666, "pe": 13090, "me": 14687}
navbars	8.955267	{"avb": 2, "vba": 2, "vb": 3, "nav": 135, "ars": 1093, "bar": 1155, "av": 2788, "ba": 7263, "na": 12129, "rs": 15538, "ar": 23319}
sheqel	8.953837	{"eqe": 2, "qel": 2, "qe": 15, "heq": 35, "eq": 689, "she": 2050, "sh": 9655, "el": 14244, "he": 15118}
vizsla	8.946996	{"izs": 2, "zsl": 2, "zs": 13, "viz": 96, "sla": 538, "sl": 2711, "vi": 5599, "iz": 7477, "la": 18073}
piyyut	8.946896	{"yyu": 2, "iyy": 6, "piy": 6, "yut": 6, "yy": 13, "iy": 126, "yu": 212, "ut": 7768, "pi": 8218}
majzub	8.946863	{"jzu": 2, "ajz": 5, "jz": 5, "zub": 6, "maj": 73, "zu": 163, "aj": 340, "ub": 3604, "ma": 13966}
fremds	8.945812	{"mds": 1, "emd": 14, "md": 73, "fre": 525, "rem": 1222, "fr": 2324, "ds": 4535, "em": 8854, "re": 31607}
subzero	8.945360	{"bze": 1, "ubz": 4, "bz": 13, "zer": 698, "sub": 1837, "ero": 2494, "ub": 3604, "ze": 5493, "su": 7091, "ro": 21780, "er": 53857}
jelqed	8.945212	{"qed": 2, "lqe": 3, "elq": 8, "qe": 15, "lq": 25, "jel": 46, "je": 871, "el": 14244, "ed": 27846}
fuyu	8.944743	{"fuy": 2, "uyu": 11, "uy": 122, "yu": 212, "fu": 2991}
navjotes	8.939610	{"avj": 2, "vj": 2, "vjo": 2, "jot": 19, "nav": 135, "jo": 931, "ote": 1172, "av": 2788, "tes": 4840, "ot": 9336, "na": 12129, "te": 33606, "es": 63456}
guqin	8.932867	{"guq": 2, "uqi": 4, "qin": 20, "uq": 54, "qi": 59, "gu": 2868, "in": 55898}
obpyriform	8.931300	{"bpy": 1, "obp": 1, "bp": 83, "ifo": 284, "yri": 295, "pyr": 424, "rif": 704, "py": 1116, "yr": 1188, "orm": 1320, "for": 2130, "fo": 4009, "if": 4106, "rm": 4458, "ob": 5008, "or": 20985, "ri": 27014}
yizkors	8.928727	{"yiz": 2, "zko": 2, "izk": 4, "zk": 23, "kor": 83, "ko": 971, "yi": 1358, "ors": 2047, "iz": 7477, "rs": 15538, "or": 20985}
adhkar	8.927963	{"dhk": 1, "hka": 27, "hk": 62, "adh": 107, "kar": 274, "dh": 389, "ka": 2086, "ad": 7572, "ar": 23319}
fotiaoqiang	8.923939	{"oqi": 1, "aoq": 2, "qia": 2, "fot": 16, "iao": 25, "qi": 59, "oq": 264, "ao": 280, "tia": 1001, "oti": 1298, "ian": 1769, "ang": 1972, "fo": 4009, "ot": 9336, "ia": 11793, "an": 27255, "ng": 31814, "ti": 41397}
kumisz	8.921919	{"isz": 1, "sz": 22, "kum": 77, "ku": 497, "umi": 531, "mis": 2886, "um": 6434, "mi": 13679, "is": 31626}
ulzzang	8.921127	{"lzz": 1, "ulz": 4, "lz": 37, "zza": 94, "zan": 125, "zz": 741, "ang": 1972, "za": 2328, "ul": 9579, "an": 27255, "ng": 31814}
legjob	8.920789	{"egj": 2, "gjo": 2, "gj": 21, "job": 91, "leg": 656, "jo": 931, "eg": 3368, "ob": 5008, "le": 25286}
nyjers	8.919542	{"nyj": 2, "yje": 2, "yj": 22, "jer": 78, "je": 871, "ny": 1214, "ers": 11175, "rs": 15538, "er": 53857}
ooaa	8.916856	{"oaa": 2, "ooa": 12, "aa": 269, "oa": 2888, "oo": 6917}
bujo	8.916812	{"buj": 2, "ujo": 13, "uj": 108, "jo": 931, "bu": 3856}
rajbaris	8.910908	{"ajb": 2, "jb": 2, "jba": 2, "raj": 72, "aj": 340, "bar": 1155, "ris": 3361, "ari": 3728, "ba": 7263, "ar": 23319, "ra": 26052, "ri": 27014, "is": 31626}
slojd	8.910625	{"ojd": 2, "loj": 4, "jd": 17, "oj": 206, "slo": 300, "sl": 2711, "lo": 14583}
orxata	8.909618	{"orx": 2, "rxa": 2, "rx": 27, "xat": 95, "xa": 717, "ata": 1180, "ta": 15325, "or": 20985, "at": 33338}
bizjets	8.908863	{"izj": 2, "zje": 2, "zj": 4, "biz": 50, "jet": 102, "je": 871, "ets": 1076, "iz": 7477, "bi": 8414, "ts": 10527, "et": 13963}
duyker	8.904516	{"duy": 2, "uyk": 2, "yke": 40, "yk": 97, "uy": 122, "ker": 1768, "du": 2718, "ke": 6801, "er": 53857}
lowvelds	8.904500	{"owv": 2, "wv": 2, "wve": 2, "lds": 290, "eld": 404, "low": 1040, "vel": 1223, "ld": 2067, "ow": 4449, "ds": 4535, "ve": 12649, "el": 14244, "lo": 14583}
servqual	8.901806	{"rvq": 2, "vq": 2, "vqu": 2, "erv": 820, "ual": 1074, "rv": 1220, "qua": 1359, "ser": 2204, "ua": 3275, "qu": 4369, "se": 24344, "al": 27586, "er": 53857}
dwy	8.896467	{"dwy": 3, "wy": 102, "dw": 440}
ijtihad	8.896245	{"ijt": 2, "jti": 2, "jt": 5, "iha": 36, "tih": 46, "ij": 123, "had": 232, "ih": 249, "ad": 7572, "ha": 10764, "ti": 41397}
arcjets	8.893807	{"cje": 2, "rcj": 2, "cj": 4, "jet": 102, "je": 871, "ets": 1076, "arc": 1270, "rc": 3824, "ts": 10527, "et": 13963, "ar": 23319}
sixmo	8.893472	{"xmo": 2, "ixm": 4, "xm": 28, "six": 62, "ix": 657, "mo": 9202, "si": 13737}
duh	8.888620	{"duh": 3, "uh": 111, "du": 2718}
guh	8.888564	{"guh": 3, "uh": 111, "gu": 2868}
puh	8.888553	{"puh": 3, "uh": 111, "pu": 2898}
jelqing	8.887336	{"lqi": 1, "elq": 8, "qin": 20, "lq": 25, "jel": 46, "qi": 59, "je": 871, "el": 14244, "ing": 27365, "ng": 31814, "in": 55898}
crwths	8.886309	{"crw": 2, "rwt": 2, "wth": 60, "wt": 214, "ths": 512, "rw": 640, "hs": 1500, "cr": 6725, "th": 11453}
shaykh	8.886146	{"ayk": 2, "ykh": 2, "hay": 86, "yk": 97, "kh": 443, "sha": 1272, "ay": 2419, "sh": 9655, "ha": 10764}
changquan	8.882927	{"gqu": 1, "ngq": 3, "gq": 4, "uan": 253, "qua": 1359, "han": 1792, "ang": 1972, "cha": 2580, "ua": 3275, "qu": 4369, "ha": 10764, "ch": 15074, "an": 27255, "ng": 31814}
pigpen	8.882908	{"gpe": 2, "igp": 2, "gp": 57, "pig": 274, "pen": 1483, "ig": 5744, "pi": 8218, "pe": 13090, "en": 28336}
rhabds	8.882178	{"bds": 1, "abd": 102, "rha": 223, "bd": 257, "hab": 470, "rh": 1256, "ds": 4535, "ab": 8903, "ha": 10764}
vivda	8.879309	{"ivd": 2, "vd": 7, "vda": 7, "viv": 167, "da": 5117, "vi": 5599, "iv": 5894}
sexprs	8.878100	{"prs": 1, "xpr": 87, "sex": 384, "exp": 701, "xp": 718, "ex": 4115, "pr": 9472, "rs": 15538, "se": 24344}
zydeco	8.877549	{"zyd": 1, "yde": 89, "zy": 341, "yd": 997, "dec": 1298, "eco": 1519, "ec": 10035, "de": 17740, "co": 18297}
seiyuus	8.876846	{"eiy": 2, "yuu": 2, "iyu": 8, "uus": 12, "uu": 62, "iy": 126, "yu": 212, "sei": 230, "ei": 3326, "us": 11114, "se": 24344}
hauyne	8.876659	{"auy": 2, "uyn": 2, "uy": 122, "yne": 279, "hau": 324, "yn": 1495, "au": 4224, "ha": 10764, "ne": 24341}
syrnyky	8.874936	{"nyk": 2, "yky": 2, "yrn": 6, "rny": 30, "syr": 40, "yk": 97, "ky": 555, "yr": 1188, "ny": 1214, "sy": 2287, "rn": 3195}
juz	8.873437	{"juz": 3, "uz": 304, "ju": 1083}
juz'	8.873437	{"juz": 3, "uz": 304, "ju": 1083}
shaojiu	8.869703	{"aoj": 1, "jiu": 8, "hao": 18, "oji": 25, "oj": 206, "ao": 280, "ji": 440, "iu": 1219, "sha": 1272, "sh": 9655, "ha": 10764}
muwaqqits	8.869436	{"qit": 2, "qqi": 3, "waq": 4, "muw": 5, "aqq": 9, "uwa": 9, "qq": 10, "uw": 19, "qi": 59, "aq": 298, "its": 546, "mu": 3409, "wa": 4375, "ts": 10527, "it": 19542}
evzone	8.866385	{"evz": 3, "vz": 3, "vzo": 3, "zon": 252, "zo": 1311, "ev": 2630, "one": 2936, "ne": 24341, "on": 34070}
evzoni	8.866322	{"evz": 3, "vz": 3, "vzo": 3, "zon": 252, "zo": 1311, "ev": 2630, "oni": 3902, "ni": 15928, "on": 34070}
claspt	8.865800	{"spt": 1, "asp": 387, "cla": 1006, "las": 1966, "pt": 2974, "cl": 4109, "sp": 6588, "as": 16255, "la": 18073}
vyuha	8.864981	{"vyu": 2, "yuh": 5, "uha": 17, "uh": 111, "vy": 120, "yu": 212, "ha": 10764}
mathsy	8.864977	{"hsy": 1, "ths": 512, "hs": 1500, "ath": 1814, "sy": 2287, "mat": 3221, "th": 11453, "ma": 13966, "at": 33338}
iqta	8.864917	{"iqt": 3, "qt": 9, "qta": 9, "iq": 458, "ta": 15325}
iqta'	8.864917	{"iqt": 3, "qt": 9, "qta": 9, "iq": 458, "ta": 15325}
jue	8.864733	{"jue": 3, "ju": 1083, "ue": 2745}
guvnors	8.858529	{"uvn": 2, "vno": 2, "guv": 6, "vn": 21, "uv": 382, "nor": 710, "ors": 2047, "gu": 2868, "no": 10594, "rs": 15538, "or": 20985}
iiwi	8.849696	{"iiw": 2, "iwi": 30, "iw": 109, "ii": 153, "wi": 2990}
knyaz	8.848184	{"kny": 2, "yaz": 4, "nya": 70, "kn": 692, "ny": 1214, "az": 1383, "ya": 1450}
maqta	8.847421	{"aqt": 2, "qt": 9, "qta": 9, "maq": 24, "aq": 298, "ma": 13966, "ta": 15325}
wayzgoose	8.845597	{"ayz": 2, "yzg": 2, "zgo": 2, "zg": 8, "yz": 159, "goo": 252, "oos": 452, "way": 456, "ose": 1821, "ay": 2419, "go": 3757, "wa": 4375, "oo": 6917, "os": 11445, "se": 24344}
hejra	8.844668	{"ejr": 2, "hej": 7, "jra": 15, "jr": 19, "ej": 332, "he": 15118, "ra": 26052}
mixup	8.841543	{"xup": 2, "ixu": 4, "mix": 128, "xu": 311, "ix": 657, "up": 3827, "mi": 13679}
smrti	8.840684	{"mrt": 2, "smr": 4, "mr": 89, "rti": 1580, "sm": 5634, "rt": 6302, "ti": 41397}
uezdy	8.840092	{"zdy": 2, "ezd": 8, "uez": 10, "zd": 30, "ez": 435, "dy": 1279, "ue": 2745}
kuvaszok	8.839495	{"asz": 2, "kuv": 3, "szo": 4, "zok": 4, "sz": 22, "uva": 39, "vas": 315, "uv": 382, "ku": 497, "zo": 1311, "ok": 1760, "va": 3835, "as": 16255}
uezds	8.839355	{"zds": 2, "ezd": 8, "uez": 10, "zd": 30, "ez": 435, "ue": 2745, "ds": 4535}
wyrm	8.836396	{"wyr": 2, "yrm": 32, "wy": 102, "yr": 1188, "rm": 4458}
szlachta	8.834926	{"szl": 1, "zla": 3, "sz": 22, "hta": 56, "cht": 209, "zl": 267, "lac": 1140, "ach": 1595, "ht": 2029, "ac": 12227, "ch": 15074, "ta": 15325, "la": 18073}
fyrds	8.830061	{"fyr": 2, "yrd": 4, "fy": 616, "rds": 792, "yr": 1188, "rd": 4404, "ds": 4535}
devkit	8.826338	{"evk": 2, "vki": 3, "vk": 8, "kit": 236, "dev": 359, "ev": 2630, "ki": 4856, "de": 17740, "it": 19542}
cyke	8.824948	{"cyk": 2, "yke": 40, "yk": 97, "cy": 2029, "ke": 6801}
avijja	8.824808	{"ijj": 2, "vij": 4, "jja": 6, "jj": 27, "ij": 123, "avi": 712, "ja": 1254, "av": 2788, "vi": 5599}
tygs	8.824497	{"ygs": 3, "tyg": 5, "yg": 511, "ty": 4368, "gs": 5319}
hyke	8.824424	{"hyk": 2, "yke": 40, "yk": 97, "hy": 4712, "ke": 6801}
juvy	8.820581	{"uvy": 2, "juv": 46, "vy": 120, "uv": 382, "ju": 1083}
dogvane	8.819614	{"gva": 2, "ogv": 2, "gv": 6, "dog": 366, "van": 487, "ane": 1351, "va": 3835, "do": 6057, "og": 8345, "ne": 24341, "an": 27255}
yuft	8.819497	{"yuf": 2, "uft": 38, "yu": 212, "uf": 863, "ft": 1185}
woiwodes	8.815345	{"oiw": 2, "woi": 2, "wod": 5, "iwo": 16, "iw": 109, "ode": 971, "des": 2372, "wo": 2912, "oi": 3945, "od": 5255, "de": 17740, "es": 63456}
bixbyite	8.813758	{"ixb": 2, "xby": 2, "bix": 4, "yit": 21, "xb": 26, "byi": 27, "by": 471, "ix": 657, "yi": 1358, "ite": 3802, "bi": 8414, "it": 19542, "te": 33606}
nubks	8.813314	{"bks": 2, "ubk": 5, "bk": 36, "nub": 78, "nu": 2294, "ks": 2959, "ub": 3604}
prereqs	8.811135	{"eqs": 1, "qs": 21, "req": 153, "eq": 689, "rer": 1121, "ere": 3676, "pre": 3734, "pr": 9472, "re": 31607, "er": 53857}
makuuchi	8.810829	{"uuc": 1, "kuu": 3, "aku": 59, "uu": 62, "mak": 401, "ku": 497, "uch": 560, "ak": 2624, "chi": 2870, "uc": 3665, "hi": 11300, "ma": 13966, "ch": 15074}
kuia	8.806629	{"kui": 2, "uia": 42, "ku": 497, "ui": 3183, "ia": 11793}
mixdown	8.805586	{"ixd": 2, "xdo": 2, "xd": 7, "mix": 128, "dow": 604, "ix": 657, "own": 824, "wn": 1048, "ow": 4449, "do": 6057, "mi": 13679}
upby	8.805476	{"pby": 2, "upb": 58, "pb": 167, "by": 471, "up": 3827}
yangqin	8.804268	{"gqi": 2, "ngq": 3, "gq": 4, "qin": 20, "qi": 59, "yan": 295, "ya": 1450, "ang": 1972, "an": 27255, "ng": 31814, "in": 55898}
poljes	8.800429	{"olj": 2, "lje": 3, "lj": 11, "jes": 66, "je": 871, "pol": 1643, "po": 9502, "ol": 14114, "es": 63456}
suffixaufnahme	8.800063	{"fna": 1, "ufn": 1, "xau": 3, "ahm": 21, "fn": 31, "nah": 40, "ixa": 45, "auf": 51, "suf": 131, "fix": 142, "hme": 242, "uff": 643, "ffi": 655, "ix": 657, "hm": 700, "xa": 717, "uf": 863, "ah": 1215, "ff": 2654, "au": 4224, "fi": 6074, "su": 7091, "na": 12129, "me": 14687}
pirozhki	8.799064	{"zhk": 1, "ozh": 4, "hki": 18, "zh": 51, "hk": 62, "roz": 99, "iro": 400, "pir": 539, "oz": 635, "ki": 4856, "ir": 6045, "pi": 8218, "ro": 21780}
ganzfeld	8.797077	{"nzf": 2, "zfe": 2, "zf": 3, "anz": 92, "fel": 287, "nz": 369, "eld": 404, "gan": 774, "ld": 2067, "fe": 4200, "ga": 5763, "el": 14244, "an": 27255}
miqvaot	8.797071	{"qva": 3, "vao": 4, "iqv": 5, "aot": 6, "qv": 7, "miq": 21, "ao": 280, "iq": 458, "va": 3835, "ot": 9336, "mi": 13679}
wolfkin	8.796182	{"fki": 2, "lfk": 2, "fk": 8, "wol": 95, "olf": 120, "lf": 1343, "kin": 2435, "wo": 2912, "ki": 4856, "ol": 14114, "in": 55898}
musjid	8.795456	{"usj": 2, "sji": 4, "jid": 6, "sj": 66, "ji": 440, "mus": 481, "mu": 3409, "id": 8359, "us": 11114}
masjid	8.793931	{"asj": 2, "sji": 4, "jid": 6, "sj": 66, "ji": 440, "mas": 1109, "id": 8359, "ma": 13966, "as": 16255}
cobzas	8.792481	{"bza": 2, "obz": 3, "bz": 13, "zas": 77, "cob": 101, "za": 2328, "ob": 5008, "as": 16255, "co": 18297}
weka	8.791208	{"wek": 2, "eka": 63, "ek": 666, "ka": 2086, "we": 3183}
psst	8.790142	{"pss": 2, "sst": 58, "ps": 3592, "ss": 16363, "st": 28623}
ceja	8.790125	{"cej": 2, "eja": 73, "ej": 332, "ja": 1254, "ce": 10121}
jigjigs	8.785568	{"gji": 2, "igj": 4, "gj": 21, "jig": 74, "igs": 94, "ji": 440, "gs": 5319, "ig": 5744}
burqa	8.783923	{"rqa": 2, "urq": 5, "qa": 105, "rq": 113, "bur": 692, "bu": 3856, "ur": 10931}
wych	8.779459	{"wyc": 2, "wy": 102, "ych": 601, "yc": 1720, "ch": 15074}
burqas	8.777747	{"rqa": 2, "qas": 5, "urq": 5, "qa": 105, "rq": 113, "bur": 692, "bu": 3856, "ur": 10931, "as": 16255}
nafkah	8.775729	{"fka": 2, "afk": 4, "fk": 8, "naf": 45, "kah": 52, "ah": 1215, "af": 1859, "ka": 2086, "na": 12129}
duhkhas	8.772655	{"hkh": 2, "duh": 3, "uhk": 4, "hk": 62, "uh": 111, "kha": 163, "kh": 443, "has": 614, "du": 2718, "ha": 10764, "as": 16255}
fyce	8.772635	{"fyc": 2, "yce": 158, "fy": 616, "yc": 1720, "ce": 10121}
tteokguk	8.771735	{"okg": 1, "eok": 9, "guk": 9, "kgu": 14, "kg": 50, "teo": 257, "uk": 543, "ok": 1760, "tte": 2221, "gu": 2868, "eo": 3457, "tt": 5383, "te": 33606}
kuvasz	8.769371	{"asz": 2, "kuv": 3, "sz": 22, "uva": 39, "vas": 315, "uv": 382, "ku": 497, "va": 3835, "as": 16255}
rijders	8.769150	{"ijd": 2, "jde": 2, "jd": 17, "rij": 21, "ij": 123, "der": 3839, "ers": 11175, "rs": 15538, "de": 17740, "ri": 27014, "er": 53857}
gijinka	8.767973	{"gij": 1, "iji": 13, "jin": 72, "nka": 99, "ij": 123, "ji": 440, "ink": 738, "ka": 2086, "nk": 2095, "gi": 7021, "in": 55898}
knickzone	8.765716	{"ckz": 2, "kz": 2, "kzo": 2, "kni": 135, "zon": 252, "kn": 692, "zo": 1311, "ick": 1673, "nic": 1863, "one": 2936, "ck": 7116, "ni": 15928, "ic": 22117, "ne": 24341, "on": 34070}
ajmos	8.765452	{"jmo": 2, "ajm": 9, "jm": 11, "aj": 340, "mos": 546, "mo": 9202, "os": 11445}
xiangqi	8.765303	{"gqi": 2, "ngq": 3, "gq": 4, "qi": 59, "xia": 115, "xi": 1629, "ian": 1769, "ang": 1972, "ia": 11793, "an": 27255, "ng": 31814}
oscypki	8.761730	{"ypk": 1, "pki": 31, "scy": 33, "cyp": 47, "pk": 50, "osc": 595, "cy": 2029, "yp": 2421, "ki": 4856, "sc": 7227, "os": 11445}
ahzab	8.760592	{"hza": 3, "ahz": 4, "hz": 9, "zab": 129, "ah": 1215, "za": 2328, "ab": 8903}
flicflac	8.759948	{"cfl": 2, "icf": 2, "cf": 5, "fli": 434, "fla": 936, "lac": 1140, "lic": 1734, "fl": 3513, "ac": 12227, "la": 18073, "ic": 22117, "li": 27677}
badnjak	8.759561	{"dnj": 1, "jak": 18, "adn": 48, "nja": 68, "bad": 120, "nj": 374, "dn": 1102, "ja": 1254, "ak": 2624, "ba": 7263, "ad": 7572}
jedi	8.759474	{"jed": 2, "je": 871, "edi": 1371, "di": 14495, "ed": 27846}
servquals	8.759330	{"rvq": 2, "vq": 2, "vqu": 2, "erv": 820, "ual": 1074, "rv": 1220, "qua": 1359, "als": 1385, "ser": 2204, "ua": 3275, "qu": 4369, "ls": 4584, "se": 24344, "al": 27586, "er": 53857}
sixfold	8.757557	{"ixf": 1, "xfo": 18, "xf": 41, "six": 62, "fol": 405, "ix": 657, "old": 767, "ld": 2067, "fo": 4009, "si": 13737, "ol": 14114}
highkey	8.757539	{"ghk": 1, "hke": 13, "hk": 62, "key": 268, "hig": 289, "igh": 1640, "ey": 1679, "gh": 2717, "ig": 5744, "ke": 6801, "hi": 11300}
mujra	8.755971	{"ujr": 2, "muj": 14, "jra": 15, "jr": 19, "uj": 108, "mu": 3409, "ra": 26052}
sheqels	8.754594	{"eqe": 2, "qel": 2, "qe": 15, "heq": 35, "eq": 689, "els": 741, "she": 2050, "ls": 4584, "sh": 9655, "el": 14244, "he": 15118}
bajri	8.754499	{"jri": 2, "ajr": 11, "baj": 19, "jr": 19, "aj": 340, "ba": 7263, "ri": 27014}
falxes	8.754349	{"lxe": 2, "alx": 4, "lx": 7, "fal": 315, "xes": 558, "xe": 1283, "fa": 3401, "al": 27586, "es": 63456}
boxroom	8.753987	{"oxr": 2, "xro": 2, "xr": 11, "box": 306, "oom": 489, "roo": 965, "ox": 1597, "bo": 6341, "oo": 6917, "om": 11650, "ro": 21780}
patxaran	8.751206	{"atx": 1, "txa": 7, "tx": 13, "xar": 14, "xa": 717, "pat": 1319, "ara": 1984, "ran": 3478, "pa": 9340, "ar": 23319, "ra": 26052, "an": 27255, "at": 33338}
calxes	8.750789	{"lxe": 2, "alx": 4, "lx": 7, "xes": 558, "xe": 1283, "cal": 4748, "ca": 15651, "al": 27586, "es": 63456}
majzubs	8.748986	{"jzu": 2, "ajz": 5, "jz": 5, "zub": 6, "maj": 73, "zu": 163, "aj": 340, "ubs": 425, "bs": 1437, "ub": 3604, "ma": 13966}
grrrls	8.748052	{"rrr": 3, "rrl": 4, "grr": 5, "rls": 104, "rl": 2073, "rr": 4176, "ls": 4584, "gr": 6180}
uyezdy	8.747116	{"zdy": 2, "yez": 6, "ezd": 8, "uye": 18, "zd": 30, "uy": 122, "ez": 435, "dy": 1279, "ye": 1568}
cezves	8.746878	{"cez": 2, "ezv": 6, "zve": 6, "zv": 18, "ez": 435, "ves": 1140, "ce": 10121, "ve": 12649, "es": 63456}
vizslas	8.746848	{"izs": 2, "zsl": 2, "zs": 13, "viz": 96, "sla": 538, "las": 1966, "sl": 2711, "vi": 5599, "iz": 7477, "as": 16255, "la": 18073}
uyezds	8.746487	{"zds": 2, "yez": 6, "ezd": 8, "uye": 18, "zd": 30, "uy": 122, "ez": 435, "ye": 1568, "ds": 4535}
shaykhs	8.745244	{"ayk": 2, "ykh": 2, "khs": 16, "hay": 86, "yk": 97, "kh": 443, "sha": 1272, "hs": 1500, "ay": 2419, "sh": 9655, "ha": 10764}
dikdiks	8.744546	{"kdi": 2, "ikd": 4, "dik": 52, "kd": 82, "iks": 113, "ik": 1699, "ks": 2959, "di": 14495}
inkjet	8.741952	{"nkj": 2, "kje": 3, "kj": 24, "jet": 102, "ink": 738, "je": 871, "nk": 2095, "et": 13963, "in": 55898}
qipao	8.741303	{"qip": 2, "pao": 6, "qi": 59, "ao": 280, "ipa": 383, "ip": 4650, "pa": 9340}
filmjolk	8.740396	{"lmj": 1, "mjo": 5, "mj": 22, "jol": 78, "olk": 117, "ilm": 124, "fil": 516, "lk": 833, "lm": 928, "jo": 931, "fi": 6074, "il": 12822, "ol": 14114}
tauiwi	8.736539	{"uiw": 2, "aui": 3, "iwi": 30, "iw": 109, "tau": 159, "wi": 2990, "ui": 3183, "au": 4224, "ta": 15325}
lmfao	8.734938	{"fao": 3, "lmf": 5, "mfa": 7, "mf": 217, "ao": 280, "lm": 928, "fa": 3401}
mizuage	8.734067	{"zua": 1, "izu": 20, "uag": 62, "zu": 163, "miz": 318, "age": 2085, "ua": 3275, "ag": 6532, "iz": 7477, "ge": 9698, "mi": 13679}
abmho	8.733303	{"bmh": 2, "abm": 8, "mho": 30, "mh": 50, "bm": 164, "ab": 8903, "ho": 12783}
pihoihoi	8.731712	{"oih": 2, "pih": 4, "iho": 47, "hoi": 184, "ih": 249, "oi": 3945, "pi": 8218, "ho": 12783}
ijtihads	8.730566	{"ijt": 2, "jti": 2, "jt": 5, "iha": 36, "tih": 46, "ij": 123, "had": 232, "ih": 249, "ads": 657, "ds": 4535, "ad": 7572, "ha": 10764, "ti": 41397}
siheyuan	8.729990	{"eyu": 2, "sih": 2, "yua": 5, "hey": 32, "ihe": 45, "yu": 212, "ih": 249, "uan": 253, "ey": 1679, "ua": 3275, "si": 13737, "he": 15118, "an": 27255}
fuyus	8.728249	{"fuy": 2, "uyu": 11, "yus": 13, "uy": 122, "yu": 212, "fu": 2991, "us": 11114}
rijksdaalder	8.724447	{"ijk": 2, "jks": 2, "ksd": 2, "jk": 4, "daa": 6, "rij": 21, "sda": 36, "aal": 49, "ij": 123, "sd": 236, "ald": 258, "aa": 269, "lde": 527, "ld": 2067, "ks": 2959, "der": 3839, "da": 5117, "de": 17740, "ri": 27014, "al": 27586, "er": 53857}
legjobs	8.723506	{"egj": 2, "gjo": 2, "gj": 21, "job": 91, "obs": 344, "leg": 656, "jo": 931, "bs": 1437, "eg": 3368, "ob": 5008, "le": 25286}
kyujitai	8.723475	{"yuj": 1, "kyu": 6, "uji": 25, "jit": 31, "uj": 108, "yu": 212, "ji": 440, "ky": 555, "tai": 840, "ita": 1803, "ai": 5942, "ta": 15325, "it": 19542}
niqaab	8.722942	{"qaa": 2, "aab": 4, "iqa": 12, "niq": 45, "qa": 105, "aa": 269, "iq": 458, "ab": 8903, "ni": 15928}
wayzgooses	8.720509	{"ayz": 2, "yzg": 2, "zgo": 2, "zg": 8, "yz": 159, "goo": 252, "oos": 452, "way": 456, "ose": 1821, "ay": 2419, "go": 3757, "wa": 4375, "oo": 6917, "ses": 9328, "os": 11445, "se": 24344, "es": 63456}
tajwid	8.714027	{"jwi": 2, "ajw": 7, "jw": 8, "taj": 12, "wid": 114, "aj": 340, "wi": 2990, "id": 8359, "ta": 15325}
giyur	8.713535	{"giy": 2, "iyu": 8, "yur": 30, "iy": 126, "yu": 212, "gi": 7021, "ur": 10931}
droshky	8.713429	{"hky": 1, "shk": 32, "hk": 62, "osh": 265, "ky": 555, "dro": 1366, "ros": 2075, "dr": 3858, "sh": 9655, "os": 11445, "ro": 21780}
rowwise	8.710720	{"wwi": 1, "oww": 37, "ww": 52, "wis": 287, "row": 822, "wi": 2990, "ow": 4449, "ise": 5731, "ro": 21780, "se": 24344, "is": 31626}
orxatas	8.710090	{"orx": 2, "rxa": 2, "rx": 27, "xat": 95, "xa": 717, "tas": 878, "ata": 1180, "ta": 15325, "as": 16255, "or": 20985, "at": 33338}
woah	8.709898	{"oah": 3, "woa": 7, "ah": 1215, "oa": 2888, "wo": 2912}
fjeld	8.709882	{"fje": 2, "fj": 7, "jel": 46, "eld": 404, "je": 871, "ld": 2067, "el": 14244}
mu'adhdhin	8.709069	{"dhd": 2, "hdh": 2, "dhi": 40, "hd": 82, "adh": 107, "dh": 389, "hin": 2313, "mu": 3409, "ad": 7572, "hi": 11300, "in": 55898}
tsaddiqim	8.708884	{"qim": 1, "iqi": 4, "diq": 7, "qi": 59, "tsa": 102, "sad": 214, "ddi": 444, "iq": 458, "add": 558, "dd": 1739, "im": 6699, "ad": 7572, "sa": 7941, "ts": 10527, "di": 14495}
faqihs	8.708443	{"qih": 2, "ihs": 5, "aqi": 15, "faq": 15, "qi": 59, "ih": 249, "aq": 298, "hs": 1500, "fa": 3401}
duykers	8.703993	{"duy": 2, "uyk": 2, "yke": 40, "yk": 97, "uy": 122, "ker": 1768, "du": 2718, "ke": 6801, "ers": 11175, "rs": 15538, "er": 53857}
rajput	8.702226	{"jpu": 2, "ajp": 6, "jp": 6, "raj": 72, "aj": 340, "put": 382, "pu": 2898, "ut": 7768, "ra": 26052}
